word;pos_neg
успіх;1
успіхів;1
успішний;1
усувати;-1
утиск;-1
утоплення;-1
утопічний;-1
уточнення;1
уточнити;1
утруднення;-1
ухильний;-1
училка;-1
ущербний;-1
уява;1
уявляти;1
уявний;-1
фавор;1
фаза;-1
фальсифікатор виборів;-1
фальсифікація ставок;-1
фальсифікований;-1
фальш;-1
фальшувати;-1
фамільярний;-1
фамільярність;-1
фанатики;-1
фанатичний;-1
фанатично;-1
фанкі;-1
фантастика;-1
фантастичний;1
фантастично;1
фанфари;1
фарисейство;-1
фарс;-1
фарсовий;-1
фарсово;-1
фатально;-1
фатальною;1
фаталістичний;-1
фаталістично;-1
фаховий;1
фашизм;-1
фашист;-1
фашистська;-1
фашистський;-1
феномен;1
феноменальний;1
феноменально;1
фест;1
фешенебельний;1
феєричний;1
феєрично;1
флірт;-1
фобічний;-1
фобія;-1
фокус;-1
формальний;-1
фортуна;1
фотогенічний;1
фригідний;-1
фу;-1
фульмінат;-1
фундаменталізм;-1
фурор;-1
футуристичний;1
фіаско;-1
фіга;-1
фіговий;-1
фігура;-1
фізіономія;-1
філігранний;1
фінал;-1
фінт;-1
хабар;-1
хабарник;-1
хакер;-1
хакерський;-1
хакі;-1
халтура;-1
халупа;-1
халява;1
хамство;-1
хамський;-1
хамуватий;-1
хапатися;-1
хардбол;-1
хардлайнер;-1
харизма;1
хастлер;-1
хатня робота;-1
хвалений;-1
хвалитися;-1
хвалька;-1
хвалько;-1
хвастливий;-1
хвилююче;1
хвойда;-1
хворобливо;-1
хвороботворний;-1
хворіти;-1
хекав;-1
хер;-1
херувим;1
хибно;-1
хибність;-1
хижак;-1
хижацький;-1
хизуватися;-1
хирлявий;-1
хисткий;-1
хитався;-1
хитання;-1
хитається;-1
хиткий;-1
хлоп;-1
хлопський;-1
хлюпати;1
хлібосольний;1
хмара;-1
хмарно;-1
хмиз;-1
хо-гул;-1
ховати;-1
ховатися;-1
ховаючись;-1
холерик;-1
холод;-1
холодний;-1
хохол;-1
хребет;1
хрещення;1
хрипота;-1
хропти;-1
хрустіти;-1
хтивий;-1
худига;-1
хуй;-1
хуйня;-1
хуйовий;-1
хулігани;-1
хуліганський;-1
царствений;1
царський;1
царсько;1
цвинтар;-1
цвілий;-1
цивілізаційний;1
цивілізувати;1
цинік;-1
цукерка;1
цукрова шуба;-1
цунамі;1
цурався;-1
цуратися;-1
цькування;-1
цькувати;-1
цікавий;1
цікаво;1
цілеспрямований;1
цілеспрямованість;1
цілитель;1
цілком;-1
цілувати;1
цілюще;1
цілісний;1
цінність;1
цінніший;1
цінує;1
ціп;-1
чадний;-1
чарівне;1
чарівно;1
частковість;-1
частування;1
частувати;1
чашник;-1
чекіст;-1
чернець;-1
черствий;-1
чесний;1
чесність;1
честолюбний;1
честь;1
чиновницький;-1
чисельний;1
чистенький;1
чистий;1
чисто;1
член;-1
чоловічий;-1
чорнити;-1
чорнобильський;1
чорт;-1
чорт візьми;-1
чревата;-1
чреватий;-1
чудес;1
чудеса;1
чудесний;1
чудо;1
чудовиська;-1
чудотворний;1
чудотворність;1
чужий;-1
чужорідний;-1
чума;-1
чутка;-1
чуттєвий;1
чіпати;-1
чіпкий;1
чіплятися;-1
чіти;-1
чіткий;1
чітко;1
чіткість;1
шаблонний;-1
шайка;-1
шайтан;-1
шалений;1
шампанський;1
шана;1
шанобливо;1
шантаж;-1
шантажист;-1
шанувальники;1
шарлатанство;-1
шахрай;-1
шахрайства;-1
шахраюватий;-1
шахід;-1
швабра;-1
швидко зростаючий;1
швидкозростаючий;1
швидкоплинний;-1
швидкість;1
швидший;1
шедеври;1
шелепа;-1
шибеник;-1
шибениці;-1
шизофренічний;-1
шикарний;1
шиммі;-1
ширвжиток;-1
широкий;1
шит;-1
шифрований;-1
шишка;-1
шкоди;-1
шкодоносний;-1
шкодує;-1
шкідник;-1
шкідницький;-1
шкідниця;-1
шлам;-1
шльондра;-1
шльопати;-1
шляхетність;1
шмаркатий;-1
шмаркач;-1
шовінізм;-1
шоколадний;1
шокувати;-1
шокуюче;-1
шокуючий;1
шокуючі;-1
шпигунство;-1
шприц;-1
шрам;-1
штовхнути;-1
штормовий;-1
штраф;-1
штрафувати;-1
штурмувати;-1
шум;-1
шуми;-1
шумний;-1
шут;-1
щасливий;1
щасливити;1
щасливо;1
щасливі;1
щасливість;1
щасливіше;1
щебетливый;1
щедрий;1
щелепи;1
щетина;-1
щирий;1
щиросердечний;-1
що вмирає;-1
що розділяє;-1
щурячий;-1
щільний;-1
щіпка;-1
ювілей;1
ювіліант;1
юнацький;1
юний;1
язичник;-1
якнайкращий;1
якнайшвидший;1
якісний;1
якісно;1
янгол;1
янтарний;1
ярості;-1
яскравий;1
яскраво;-1
яскравіше;1
ясний;1
ясно;1
ясновельможний;1
яструбиний;-1
єбать;-1
євроатлантичний;1
єретик;-1
єретичний;-1
єхидний;-1
ігнорування;-1
ігнорувати;-1
іграшка;-1
ігристе;1
ідеал;1
ідеалізм;1
ідейний;1
ідилічний;1
ідіоти;-1
ідіотизми;-1
ідіотично;-1
із запізненням;-1
ізгой;-1
ізгоєм;-1
ізольовані;-1
ізолювати;-1
ізоляція;-1
ілю;1
ілюзорний;-1
ілюзії;-1
ілюмінати;1
ілірарний;-1
імбецильний;-1
імброгліо;-1
іменинниця;1
імпеданс;-1
імператорський;1
імперіалістичний;-1
імперіл;-1
імпозантний;-1
імполітичний;-1
імпонувати;1
імпотенційний;-1
імпульсивно;-1
імпічмент;-1
імунітет;1
інакомислення;-1
інвазивний;-1
інвалід;-1
інвективний;-1
інгібувати;-1
індивідуальний;1
індивідуалізований;1
індиферентний;-1
індоктринат;-1
індоктринація;-1
індосамент;1
індульгенція;1
інклюзивний;1
інкримінований;-1
інновації;1
інородець;-1
інструментальний;1
інсульт;-1
інтегральний;1
інтеграція;1
інтелект;1
інтелектуал;1
інтелектуальний;1
інтелігентний;1
інтелігенція;1
інтенсифікація;1
інтервенція;-1
інтереси;1
інтимний;1
інтимність;1
інтрига;1
інтриганство;-1
інтригуючий;1
інтуїтивний;1
інтуїція;1
інфантильний;-1
інфаркт;-1
інфекції;-1
інфернальний;-1
інфляційний;-1
інформувати;1
інфільтратор;-1
інфільтратори;-1
інцест;-1
інцидент;-1
іракський;-1
іржа;-1
іржі;-1
іронічно;-1
іронія;-1
іронії;-1
ірраціональний;-1
іскрометний;1
ісламіст;-1
ісламістський;-1
істерика;-1
істерики;-1
істерично;-1
істерія;-1
істинний;1
істинно;1
їдко;-1
їдкість;-1
ґамселити;-1
ґвалтування;-1
ґвалтувати;-1
ґвалтівник;-1
ґрунтовний;1
